feature,coefficient,model,test_patient
freq__alpha__C4-P4,-0.6104142714573711,canonical330,chb03
freq__beta__C4-P4,-2.5815986303484904,canonical330,chb03
freq__gamma__C4-P4,-2.0001154457464194,canonical330,chb03
freq__delta__CZ-PZ,0.8824486295012263,canonical330,chb03
freq__theta__CZ-PZ,-1.4193656310631673,canonical330,chb03
freq__alpha__CZ-PZ,1.0126808652282062,canonical330,chb03
freq__beta__CZ-PZ,0.10117519647243912,canonical330,chb03
freq__gamma__CZ-PZ,-1.466187776718651,canonical330,chb03
freq__delta__F3-C3,0.27102450958350716,canonical330,chb03
freq__theta__F3-C3,0.15230240151761565,canonical330,chb03
freq__alpha__F3-C3,1.3092648548197527,canonical330,chb03
freq__beta__F3-C3,1.4092875625139483,canonical330,chb03
freq__gamma__F3-C3,-0.3727722441392046,canonical330,chb03
freq__delta__F4-C4,-0.5579048635082897,canonical330,chb03
freq__theta__F4-C4,0.7234611553613443,canonical330,chb03
freq__alpha__F4-C4,2.085498806042593,canonical330,chb03
freq__beta__F4-C4,0.7587520841614233,canonical330,chb03
freq__gamma__F4-C4,-0.9013577272064991,canonical330,chb03
freq__delta__F7-T7,1.8270124690654186,canonical330,chb03
freq__theta__F7-T7,0.29055628446933773,canonical330,chb03
freq__alpha__F7-T7,1.8730707484128661,canonical330,chb03
freq__beta__F7-T7,2.1754409094705154,canonical330,chb03
freq__gamma__F7-T7,-0.3607389892823957,canonical330,chb03
freq__delta__F8-T8,0.8260670657856424,canonical330,chb03
freq__theta__F8-T8,2.075128947321882,canonical330,chb03
freq__alpha__F8-T8,0.4052651072832356,canonical330,chb03
freq__beta__F8-T8,0.44520151258859336,canonical330,chb03
freq__gamma__F8-T8,0.07637876724360346,canonical330,chb03
freq__delta__FP1-F3,0.30160553783703603,canonical330,chb03
freq__theta__FP1-F3,-0.294297761939248,canonical330,chb03
freq__alpha__FP1-F3,-0.34468362979143313,canonical330,chb03
freq__beta__FP1-F3,-0.9072452557018729,canonical330,chb03
freq__gamma__FP1-F3,0.11171513978531036,canonical330,chb03
freq__delta__FP1-F7,-0.7382974148985434,canonical330,chb03
freq__theta__FP1-F7,-0.23032193209692817,canonical330,chb03
freq__alpha__FP1-F7,0.9367050998921165,canonical330,chb03
freq__beta__FP1-F7,-2.6204814697216348,canonical330,chb03
freq__gamma__FP1-F7,-0.07414509058317897,canonical330,chb03
freq__delta__FP2-F4,1.2964916986510637,canonical330,chb03
freq__theta__FP2-F4,0.17970979435202974,canonical330,chb03
freq__alpha__FP2-F4,-1.2255930831391253,canonical330,chb03
freq__beta__FP2-F4,2.2501163658463823,canonical330,chb03
freq__gamma__FP2-F4,0.20360843234644194,canonical330,chb03
freq__delta__FP2-F8,-0.42808261006950865,canonical330,chb03
freq__theta__FP2-F8,-0.7685820101582431,canonical330,chb03
freq__alpha__FP2-F8,-0.3282430744497228,canonical330,chb03
freq__beta__FP2-F8,-1.6648759312746177,canonical330,chb03
freq__gamma__FP2-F8,0.006915929300586292,canonical330,chb03
freq__delta__FT10-T8,-1.2924269045619228,canonical330,chb03
freq__theta__FT10-T8,-1.3693472292994135,canonical330,chb03
freq__alpha__FT10-T8,-1.8271137469462084,canonical330,chb03
freq__beta__FT10-T8,-1.578592150683484,canonical330,chb03
freq__gamma__FT10-T8,-0.040986605619462886,canonical330,chb03
freq__delta__FT9-FT10,1.2620395052388007,canonical330,chb03
freq__theta__FT9-FT10,-0.23485436917302235,canonical330,chb03
freq__alpha__FT9-FT10,2.7795219808731297,canonical330,chb03
freq__beta__FT9-FT10,0.5235504307488499,canonical330,chb03
freq__gamma__FT9-FT10,-1.4251797583838925,canonical330,chb03
freq__delta__FZ-CZ,0.5172934351002784,canonical330,chb03
freq__theta__FZ-CZ,-1.9177646406687177,canonical330,chb03
freq__alpha__FZ-CZ,1.0353090758438381,canonical330,chb03
freq__beta__FZ-CZ,1.0993926745568106,canonical330,chb03
freq__gamma__FZ-CZ,-1.062629653846023,canonical330,chb03
freq__delta__P3-O1,2.039629683649312,canonical330,chb03
freq__theta__P3-O1,-1.2028919423797821,canonical330,chb03
freq__alpha__P3-O1,0.5530437378030544,canonical330,chb03
freq__beta__P3-O1,0.798493647397787,canonical330,chb03
freq__gamma__P3-O1,0.014209953894474932,canonical330,chb03
freq__delta__P4-O2,0.9226402728874905,canonical330,chb03
freq__theta__P4-O2,1.1540255385684417,canonical330,chb03
freq__alpha__P4-O2,0.9125825574630057,canonical330,chb03
freq__beta__P4-O2,0.7648642759358504,canonical330,chb03
freq__gamma__P4-O2,-1.0928815374705525,canonical330,chb03
freq__delta__P7-O1,0.8215271465048226,canonical330,chb03
freq__theta__P7-O1,-0.26052974189785816,canonical330,chb03
freq__alpha__P7-O1,1.1570206842686275,canonical330,chb03
freq__beta__P7-O1,-0.09114694386074423,canonical330,chb03
freq__gamma__P7-O1,1.285749518789108,canonical330,chb03
freq__delta__P7-T7,-1.0335766764257814,canonical330,chb03
freq__theta__P7-T7,1.3364891678093629,canonical330,chb03
freq__alpha__P7-T7,-0.1717150048793331,canonical330,chb03
freq__beta__P7-T7,-0.5259330745753018,canonical330,chb03
freq__gamma__P7-T7,-0.8800221823919956,canonical330,chb03
freq__delta__P8-O2,-0.35219752774159013,canonical330,chb03
freq__theta__P8-O2,0.3107701431396262,canonical330,chb03
freq__alpha__P8-O2,0.13974648087328373,canonical330,chb03
freq__beta__P8-O2,-0.9362888630315739,canonical330,chb03
freq__gamma__P8-O2,0.45500748575698285,canonical330,chb03
freq__delta__T7-FT9,-0.4660356566204254,canonical330,chb03
freq__theta__T7-FT9,0.4713873785593856,canonical330,chb03
freq__alpha__T7-FT9,-0.20456828636818594,canonical330,chb03
freq__beta__T7-FT9,-0.955655204890777,canonical330,chb03
freq__gamma__T7-FT9,1.1026669126333888,canonical330,chb03
freq__delta__T7-P7,-1.0335766764258025,canonical330,chb03
freq__theta__T7-P7,1.3364891678093616,canonical330,chb03
freq__alpha__T7-P7,-0.17171500487933178,canonical330,chb03
freq__beta__T7-P7,-0.5259330745752951,canonical330,chb03
freq__gamma__T7-P7,-0.8800221823920001,canonical330,chb03
freq__delta__T8-P8,0.4529281762625675,canonical330,chb03
freq__theta__T8-P8,1.4152479108953322,canonical330,chb03
freq__alpha__T8-P8,-0.6277902142210856,canonical330,chb03
freq__beta__T8-P8,-1.41163947190828,canonical330,chb03
freq__gamma__T8-P8,-1.836652871583373,canonical330,chb03
entropy__perm__C3-P3,0.6788374666321761,canonical330,chb03
entropy__spectral__C3-P3,0.4211638183576188,canonical330,chb03
entropy__perm__C4-P4,-0.10601415734929073,canonical330,chb03
entropy__spectral__C4-P4,1.1205354344136864,canonical330,chb03
entropy__perm__CZ-PZ,-1.5319608944655583,canonical330,chb03
entropy__spectral__CZ-PZ,-0.19606396521931635,canonical330,chb03
entropy__perm__F3-C3,1.0531452185536025,canonical330,chb03
entropy__spectral__F3-C3,0.8030493906497381,canonical330,chb03
entropy__perm__F4-C4,-1.682879162868061,canonical330,chb03
entropy__spectral__F4-C4,0.011004157194949,canonical330,chb03
entropy__perm__F7-T7,-0.5592914356352474,canonical330,chb03
entropy__spectral__F7-T7,-0.557671241470982,canonical330,chb03
entropy__perm__F8-T8,-0.2698456695758556,canonical330,chb03
entropy__spectral__F8-T8,0.2113363944901057,canonical330,chb03
entropy__perm__FP1-F3,0.999907579706951,canonical330,chb03
entropy__spectral__FP1-F3,0.9780045731881869,canonical330,chb03
entropy__perm__FP1-F7,-0.6510592841253505,canonical330,chb03
entropy__spectral__FP1-F7,-1.5901840148749162,canonical330,chb03
entropy__perm__FP2-F4,0.038226234525884924,canonical330,chb03
entropy__spectral__FP2-F4,-0.1792788480881129,canonical330,chb03
entropy__perm__FP2-F8,-0.3045331356162953,canonical330,chb03
entropy__spectral__FP2-F8,0.5198475857834917,canonical330,chb03
entropy__perm__FT10-T8,-0.05915975728886763,canonical330,chb03
entropy__spectral__FT10-T8,1.0274565646955238,canonical330,chb03
entropy__perm__FT9-FT10,0.008490456923831859,canonical330,chb03
entropy__spectral__FT9-FT10,-0.522052728470098,canonical330,chb03
entropy__perm__FZ-CZ,-0.48400755400773426,canonical330,chb03
entropy__spectral__FZ-CZ,0.5888316152031464,canonical330,chb03
entropy__perm__P3-O1,-0.7940392882817756,canonical330,chb03
entropy__spectral__P3-O1,1.378952757611932,canonical330,chb03
entropy__perm__P4-O2,-0.5118537021306107,canonical330,chb03
entropy__spectral__P4-O2,2.1593515698431434,canonical330,chb03
entropy__perm__P7-O1,1.0828993521865604,canonical330,chb03
entropy__spectral__P7-O1,0.5480624266850792,canonical330,chb03
entropy__perm__P7-T7,0.14540680041513715,canonical330,chb03
entropy__spectral__P7-T7,0.020910487921262853,canonical330,chb03
entropy__perm__P8-O2,0.3676791232801495,canonical330,chb03
entropy__spectral__P8-O2,1.246152281251828,canonical330,chb03
entropy__perm__T7-FT9,-0.7123857477116541,canonical330,chb03
entropy__spectral__T7-FT9,-0.6328087420215691,canonical330,chb03
entropy__perm__T7-P7,0.14540680041510298,canonical330,chb03
entropy__spectral__T7-P7,0.02091048792123087,canonical330,chb03
entropy__perm__T8-P8,2.03031762605283,canonical330,chb03
entropy__spectral__T8-P8,-1.1209740891231228,canonical330,chb03
hjorth__activity__C3-P3,-1.2211195644366404,canonical330,chb03
hjorth__mobility__C3-P3,1.2557269031758347,canonical330,chb03
hjorth__complexity__C3-P3,0.40650181747166075,canonical330,chb03
hjorth__activity__C4-P4,-9.945428642552274e-05,canonical330,chb03
hjorth__mobility__C4-P4,-1.0739101791189538,canonical330,chb03
hjorth__complexity__C4-P4,0.4626587941792931,canonical330,chb03
hjorth__activity__CZ-PZ,-1.0977473743093102,canonical330,chb03
hjorth__mobility__CZ-PZ,0.2113082800344865,canonical330,chb03
hjorth__complexity__CZ-PZ,0.015086579510527625,canonical330,chb03
hjorth__activity__F3-C3,-0.278311271649681,canonical330,chb03
hjorth__mobility__F3-C3,-0.4723848698095935,canonical330,chb03
hjorth__complexity__F3-C3,0.43938902438135713,canonical330,chb03
hjorth__activity__F4-C4,0.44903616286712505,canonical330,chb03
hjorth__mobility__F4-C4,-0.18719080041209493,canonical330,chb03
hjorth__complexity__F4-C4,0.25392207572982917,canonical330,chb03
hjorth__activity__F7-T7,-0.902441918107924,canonical330,chb03
hjorth__mobility__F7-T7,1.5803621665881278,canonical330,chb03
hjorth__complexity__F7-T7,1.4068884900827434,canonical330,chb03
hjorth__activity__F8-T8,-0.35960004131873086,canonical330,chb03
hjorth__mobility__F8-T8,-1.526786419182695,canonical330,chb03
hjorth__complexity__F8-T8,0.3272940319421354,canonical330,chb03
hjorth__activity__FP1-F3,0.12393471867781951,canonical330,chb03
hjorth__mobility__FP1-F3,0.6790868955062687,canonical330,chb03
hjorth__complexity__FP1-F3,0.10217351288440851,canonical330,chb03
hjorth__activity__FP1-F7,-1.9901942373738661,canonical330,chb03
hjorth__mobility__FP1-F7,0.8988786337840792,canonical330,chb03
hjorth__complexity__FP1-F7,-0.02298684527627389,canonical330,chb03
hjorth__activity__FP2-F4,0.8370470745588225,canonical330,chb03
hjorth__mobility__FP2-F4,0.3153865958605897,canonical330,chb03
hjorth__complexity__FP2-F4,-0.038002798398561445,canonical330,chb03
hjorth__activity__FP2-F8,-1.858894860171947,canonical330,chb03
hjorth__mobility__FP2-F8,-1.144408952551563,canonical330,chb03
hjorth__complexity__FP2-F8,-0.28290651545044043,canonical330,chb03
hjorth__activity__FT10-T8,-0.3359186865355554,canonical330,chb03
hjorth__mobility__FT10-T8,0.28945126875995286,canonical330,chb03
hjorth__complexity__FT10-T8,0.2089213849653972,canonical330,chb03
hjorth__activity__FT9-FT10,-0.7870076584800294,canonical330,chb03
hjorth__mobility__FT9-FT10,-1.428845879596307,canonical330,chb03
hjorth__complexity__FT9-FT10,-0.9774330693149988,canonical330,chb03
hjorth__activity__FZ-CZ,0.5259273323556591,canonical330,chb03
hjorth__mobility__FZ-CZ,-1.019120379739307,canonical330,chb03
hjorth__complexity__FZ-CZ,0.19918321230996347,canonical330,chb03
hjorth__activity__P3-O1,-2.875874282389182,canonical330,chb03
hjorth__mobility__P3-O1,-0.7984724024140124,canonical330,chb03
hjorth__complexity__P3-O1,1.3606194692657296,canonical330,chb03
hjorth__activity__P4-O2,-1.735704988078566,canonical330,chb03
hjorth__mobility__P4-O2,-1.9048130898122657,canonical330,chb03
hjorth__complexity__P4-O2,0.5978171224226315,canonical330,chb03
hjorth__activity__P7-O1,-1.2751056213600034,canonical330,chb03
hjorth__mobility__P7-O1,-1.6202923411386954,canonical330,chb03
hjorth__complexity__P7-O1,-1.1860349667781802,canonical330,chb03
hjorth__activity__P7-T7,-0.2110955607182923,canonical330,chb03
hjorth__mobility__P7-T7,-0.9948908297526251,canonical330,chb03
hjorth__complexity__P7-T7,0.15205317671450516,canonical330,chb03
hjorth__activity__P8-O2,-0.7515518214601431,canonical330,chb03
hjorth__mobility__P8-O2,-1.8471039861542615,canonical330,chb03
hjorth__complexity__P8-O2,0.5156774908360935,canonical330,chb03
hjorth__activity__T7-FT9,-1.0653668817192783,canonical330,chb03
hjorth__mobility__T7-FT9,2.3883330829811906,canonical330,chb03
hjorth__complexity__T7-FT9,-0.3790398600034548,canonical330,chb03
hjorth__activity__T7-P7,-0.2110955607182989,canonical330,chb03
hjorth__mobility__T7-P7,-0.9948908297526242,canonical330,chb03
hjorth__complexity__T7-P7,0.152053176714521,canonical330,chb03
hjorth__activity__T8-P8,-0.9673733981435713,canonical330,chb03
hjorth__mobility__T8-P8,1.0313573174501456,canonical330,chb03
hjorth__complexity__T8-P8,-0.7419081241203584,canonical330,chb03
time__mean__C3-P3,0.036887386219934044,canonical330,chb05
time__std__C3-P3,1.0078604842095267,canonical330,chb05
time__rms__C3-P3,1.0597194173214302,canonical330,chb05
time__ptp__C3-P3,-1.1096675855920566,canonical330,chb05
time__line_length__C3-P3,1.07375689135956,canonical330,chb05
time__mean__C4-P4,-0.16179755077527988,canonical330,chb05
time__std__C4-P4,1.0391173520968722,canonical330,chb05
time__rms__C4-P4,0.9563452866956886,canonical330,chb05
time__ptp__C4-P4,-0.2780428485219101,canonical330,chb05
time__line_length__C4-P4,-1.2661964436430158,canonical330,chb05
time__mean__CZ-PZ,0.18233503773218782,canonical330,chb05
time__std__CZ-PZ,0.1541638292790608,canonical330,chb05
time__rms__CZ-PZ,0.16211914697610355,canonical330,chb05
time__ptp__CZ-PZ,-0.48046659384551105,canonical330,chb05
time__line_length__CZ-PZ,0.07549599665812828,canonical330,chb05
time__mean__F3-C3,-0.05965069484596319,canonical330,chb05
time__std__F3-C3,-0.6162130303901698,canonical330,chb05
time__rms__F3-C3,-0.6825401327277931,canonical330,chb05
time__ptp__F3-C3,0.7926018807644802,canonical330,chb05
time__line_length__F3-C3,0.54081706346239,canonical330,chb05
time__mean__F4-C4,-0.08448393769671138,canonical330,chb05
time__std__F4-C4,-0.18239782122952955,canonical330,chb05
time__rms__F4-C4,-0.04587576911465697,canonical330,chb05
time__ptp__F4-C4,0.2953412718590934,canonical330,chb05
time__line_length__F4-C4,0.8741408447200828,canonical330,chb05
time__mean__F7-T7,-0.04825984049846024,canonical330,chb05
time__std__F7-T7,-0.8690647691319587,canonical330,chb05
time__rms__F7-T7,-0.8289991423703418,canonical330,chb05
time__ptp__F7-T7,-0.7167649402270777,canonical330,chb05
time__line_length__F7-T7,-0.41504991877290537,canonical330,chb05
time__mean__F8-T8,0.20078422303792898,canonical330,chb05
time__std__F8-T8,-1.1248774490100226,canonical330,chb05
time__rms__F8-T8,-1.2572079871362736,canonical330,chb05
time__ptp__F8-T8,0.8842627198681736,canonical330,chb05
time__line_length__F8-T8,-0.5951762713592852,canonical330,chb05
time__mean__FP1-F3,0.1835508479120136,canonical330,chb05
time__std__FP1-F3,0.32926041685793384,canonical330,chb05
time__rms__FP1-F3,0.2519670500209087,canonical330,chb05
time__ptp__FP1-F3,1.252721603552702,canonical330,chb05
time__line_length__FP1-F3,-0.12560377781086968,canonical330,chb05
time__mean__FP1-F7,-0.2699820898047864,canonical330,chb05
time__std__FP1-F7,0.9673959403451625,canonical330,chb05
time__rms__FP1-F7,0.9648388144104371,canonical330,chb05
time__ptp__FP1-F7,-0.5943800465663313,canonical330,chb05
time__line_length__FP1-F7,1.6167528345606328,canonical330,chb05
time__mean__FP2-F4,0.22074117701716758,canonical330,chb05
time__std__FP2-F4,-0.8733927033435437,canonical330,chb05
time__rms__FP2-F4,-0.7496896126823757,canonical330,chb05
time__ptp__FP2-F4,-0.4762175306580579,canonical330,chb05
time__line_length__FP2-F4,0.3959667303054011,canonical330,chb05
time__mean__FP2-F8,0.15109979549151847,canonical330,chb05
time__std__FP2-F8,-0.2065335154965025,canonical330,chb05
time__rms__FP2-F8,-0.09834042774013227,canonical330,chb05
time__ptp__FP2-F8,1.244505976725254,canonical330,chb05
time__line_length__FP2-F8,0.43868080511661445,canonical330,chb05
time__mean__FT10-T8,-0.49839801899847236,canonical330,chb05
time__std__FT10-T8,0.8725203717530778,canonical330,chb05
time__rms__FT10-T8,0.8122940354151538,canonical330,chb05
time__ptp__FT10-T8,-0.4396908653317843,canonical330,chb05
time__line_length__FT10-T8,0.32806692670225196,canonical330,chb05
time__mean__FT9-FT10,-0.3712972110317073,canonical330,chb05
time__std__FT9-FT10,0.5426881367991976,canonical330,chb05
time__rms__FT9-FT10,0.26740040161955203,canonical330,chb05
time__ptp__FT9-FT10,-1.417074847756589,canonical330,chb05
time__line_length__FT9-FT10,4.089723696548378,canonical330,chb05
time__mean__FZ-CZ,0.08533242487864057,canonical330,chb05
time__std__FZ-CZ,0.7553535380185886,canonical330,chb05
time__rms__FZ-CZ,0.7885045462612622,canonical330,chb05
time__ptp__FZ-CZ,-0.9242782560287671,canonical330,chb05
time__line_length__FZ-CZ,1.7787622846394275,canonical330,chb05
time__mean__P3-O1,0.060778544595150294,canonical330,chb05
time__std__P3-O1,-1.6708656970349143,canonical330,chb05
time__rms__P3-O1,-1.751884377657206,canonical330,chb05
time__ptp__P3-O1,1.4334757071776816,canonical330,chb05
time__line_length__P3-O1,-0.15091872062248396,canonical330,chb05
time__mean__P4-O2,-0.021682585141692294,canonical330,chb05
time__std__P4-O2,0.13670935305006413,canonical330,chb05
time__rms__P4-O2,-0.043165303639328446,canonical330,chb05
time__ptp__P4-O2,-0.472893579551693,canonical330,chb05
time__line_length__P4-O2,0.627982617201819,canonical330,chb05
time__mean__P7-O1,0.12140357243773904,canonical330,chb05
time__std__P7-O1,2.0047303762048294,canonical330,chb05
time__rms__P7-O1,1.8759864237491994,canonical330,chb05
time__ptp__P7-O1,-2.3997084946793747,canonical330,chb05
time__line_length__P7-O1,0.7791547093650539,canonical330,chb05
time__mean__P7-T7,-0.08378440849345106,canonical330,chb05
time__std__P7-T7,0.44960623056099985,canonical330,chb05
time__rms__P7-T7,0.5458847528344802,canonical330,chb05
time__ptp__P7-T7,0.42452006480560955,canonical330,chb05
