feature,coefficient,model,test_patient
freq__alpha__F4-C4,1.9633932616603367,sr332,chb03
freq__beta__F4-C4,0.7451762853441773,sr332,chb03
freq__gamma__F4-C4,-0.985965389778826,sr332,chb03
freq__delta__F7-T7,1.7928068979424232,sr332,chb03
freq__theta__F7-T7,0.24056212420155965,sr332,chb03
freq__alpha__F7-T7,1.8659826398135448,sr332,chb03
freq__beta__F7-T7,2.2738059248689964,sr332,chb03
freq__gamma__F7-T7,-0.44843958549627116,sr332,chb03
freq__delta__F8-T8,0.5062873834448793,sr332,chb03
freq__theta__F8-T8,2.0396492878667387,sr332,chb03
freq__alpha__F8-T8,0.3194215743952493,sr332,chb03
freq__beta__F8-T8,0.3713028919955769,sr332,chb03
freq__gamma__F8-T8,0.034004973122731715,sr332,chb03
freq__delta__FP1-F3,0.23216145163141655,sr332,chb03
freq__theta__FP1-F3,-0.3303825435324644,sr332,chb03
freq__alpha__FP1-F3,-0.3231797157021825,sr332,chb03
freq__beta__FP1-F3,-0.9108731972051104,sr332,chb03
freq__gamma__FP1-F3,0.06172325885039854,sr332,chb03
freq__delta__FP1-F7,-0.7196551960026429,sr332,chb03
freq__theta__FP1-F7,-0.24460491894037928,sr332,chb03
freq__alpha__FP1-F7,0.9105006940406971,sr332,chb03
freq__beta__FP1-F7,-2.5299108689053367,sr332,chb03
freq__gamma__FP1-F7,-0.12380772338057855,sr332,chb03
freq__delta__FP2-F4,1.4373405210856696,sr332,chb03
freq__theta__FP2-F4,0.20750163505957034,sr332,chb03
freq__alpha__FP2-F4,-1.2344635820083667,sr332,chb03
freq__beta__FP2-F4,2.2956313343994106,sr332,chb03
freq__gamma__FP2-F4,0.19899645729514387,sr332,chb03
freq__delta__FP2-F8,-0.4771828369995594,sr332,chb03
freq__theta__FP2-F8,-0.7508829561842291,sr332,chb03
freq__alpha__FP2-F8,-0.2755587791104632,sr332,chb03
freq__beta__FP2-F8,-1.6565601264884053,sr332,chb03
freq__gamma__FP2-F8,-0.011941933218362632,sr332,chb03
freq__delta__FT10-T8,-1.2607015127926902,sr332,chb03
freq__theta__FT10-T8,-1.3116347597659836,sr332,chb03
freq__alpha__FT10-T8,-1.7983993058697278,sr332,chb03
freq__beta__FT10-T8,-1.5678892847074517,sr332,chb03
freq__gamma__FT10-T8,-0.11715431936617574,sr332,chb03
freq__delta__FT9-FT10,1.2630001498555354,sr332,chb03
freq__theta__FT9-FT10,-0.20545428015009368,sr332,chb03
freq__alpha__FT9-FT10,2.6340620000388073,sr332,chb03
freq__beta__FT9-FT10,0.6061944212539815,sr332,chb03
freq__gamma__FT9-FT10,-1.4697891868811148,sr332,chb03
freq__delta__FZ-CZ,0.4914012291396551,sr332,chb03
freq__theta__FZ-CZ,-1.8616857970764455,sr332,chb03
freq__alpha__FZ-CZ,0.9712395253722395,sr332,chb03
freq__beta__FZ-CZ,1.118407123167655,sr332,chb03
freq__gamma__FZ-CZ,-1.0418440809871956,sr332,chb03
freq__delta__P3-O1,2.106885502643191,sr332,chb03
freq__theta__P3-O1,-1.1057967447927048,sr332,chb03
freq__alpha__P3-O1,0.5511599741804913,sr332,chb03
freq__beta__P3-O1,0.7387094445196557,sr332,chb03
freq__gamma__P3-O1,-0.05914100282087648,sr332,chb03
freq__delta__P4-O2,0.838668728983909,sr332,chb03
freq__theta__P4-O2,1.043501309978824,sr332,chb03
freq__alpha__P4-O2,0.8603894420861393,sr332,chb03
freq__beta__P4-O2,0.8000211696030848,sr332,chb03
freq__gamma__P4-O2,-0.9961479359804268,sr332,chb03
freq__delta__P7-O1,0.83678688628472,sr332,chb03
freq__theta__P7-O1,-0.2478127927349143,sr332,chb03
freq__alpha__P7-O1,1.2166247797225265,sr332,chb03
freq__beta__P7-O1,-0.06209630560952809,sr332,chb03
freq__gamma__P7-O1,1.228408923157718,sr332,chb03
freq__delta__P7-T7,-1.0141403176333628,sr332,chb03
freq__theta__P7-T7,1.3210758620291945,sr332,chb03
freq__alpha__P7-T7,-0.14969089079781336,sr332,chb03
freq__beta__P7-T7,-0.5360240971615777,sr332,chb03
freq__gamma__P7-T7,-0.8659976137586416,sr332,chb03
freq__delta__P8-O2,-0.4504939593635187,sr332,chb03
freq__theta__P8-O2,0.29061562309769734,sr332,chb03
freq__alpha__P8-O2,0.06918969813115354,sr332,chb03
freq__beta__P8-O2,-0.9390516250688132,sr332,chb03
freq__gamma__P8-O2,0.4636842871542418,sr332,chb03
freq__delta__T7-FT9,-0.4652517353935331,sr332,chb03
freq__theta__T7-FT9,0.48375745468551307,sr332,chb03
freq__alpha__T7-FT9,-0.19213964707676567,sr332,chb03
freq__beta__T7-FT9,-1.0403755264592829,sr332,chb03
freq__gamma__T7-FT9,1.1761368774307615,sr332,chb03
freq__delta__T7-P7,-1.014140317633381,sr332,chb03
freq__theta__T7-P7,1.321075862029196,sr332,chb03
freq__alpha__T7-P7,-0.1496908907978124,sr332,chb03
freq__beta__T7-P7,-0.536024097161574,sr332,chb03
freq__gamma__T7-P7,-0.865997613758637,sr332,chb03
freq__delta__T8-P8,0.37483661937136176,sr332,chb03
freq__theta__T8-P8,1.4390252525103566,sr332,chb03
freq__alpha__T8-P8,-0.6277172677012258,sr332,chb03
freq__beta__T8-P8,-1.4136788246364367,sr332,chb03
freq__gamma__T8-P8,-1.757170875430197,sr332,chb03
entropy__perm__C3-P3,0.6538375289326539,sr332,chb03
entropy__spectral__C3-P3,0.4522071461983318,sr332,chb03
entropy__perm__C4-P4,-0.09016977460555169,sr332,chb03
entropy__spectral__C4-P4,1.1107063444137009,sr332,chb03
entropy__perm__CZ-PZ,-1.4891402907102904,sr332,chb03
entropy__spectral__CZ-PZ,-0.16848764108489858,sr332,chb03
entropy__perm__F3-C3,1.1038886886637935,sr332,chb03
entropy__spectral__F3-C3,0.7922023390815482,sr332,chb03
entropy__perm__F4-C4,-1.6788194721112133,sr332,chb03
entropy__spectral__F4-C4,-0.008115448976492823,sr332,chb03
entropy__perm__F7-T7,-0.5509956566585771,sr332,chb03
entropy__spectral__F7-T7,-0.6265308857226525,sr332,chb03
entropy__perm__F8-T8,-0.28369457707121104,sr332,chb03
entropy__spectral__F8-T8,0.1951964671412928,sr332,chb03
entropy__perm__FP1-F3,0.9318080685156451,sr332,chb03
entropy__spectral__FP1-F3,1.0406974061366778,sr332,chb03
entropy__perm__FP1-F7,-0.6702021584538078,sr332,chb03
entropy__spectral__FP1-F7,-1.6416686181332552,sr332,chb03
entropy__perm__FP2-F4,0.03391013947689252,sr332,chb03
entropy__spectral__FP2-F4,-0.18713971849079789,sr332,chb03
entropy__perm__FP2-F8,-0.3089595593481485,sr332,chb03
entropy__spectral__FP2-F8,0.5132347268510311,sr332,chb03
entropy__perm__FT10-T8,-0.017367119778638213,sr332,chb03
entropy__spectral__FT10-T8,1.081496536601557,sr332,chb03
entropy__perm__FT9-FT10,0.06625097053178135,sr332,chb03
entropy__spectral__FT9-FT10,-0.514999830547899,sr332,chb03
entropy__perm__FZ-CZ,-0.48521787962844665,sr332,chb03
entropy__spectral__FZ-CZ,0.6090805789591494,sr332,chb03
entropy__perm__P3-O1,-0.7680774232381313,sr332,chb03
entropy__spectral__P3-O1,1.2530277787695914,sr332,chb03
entropy__perm__P4-O2,-0.5178293069647205,sr332,chb03
entropy__spectral__P4-O2,2.1843471223169733,sr332,chb03
entropy__perm__P7-O1,1.0680108604410654,sr332,chb03
entropy__spectral__P7-O1,0.5962553186610722,sr332,chb03
entropy__perm__P7-T7,0.17696090138996093,sr332,chb03
entropy__spectral__P7-T7,-0.0164739578097778,sr332,chb03
entropy__perm__P8-O2,0.46364485077362766,sr332,chb03
entropy__spectral__P8-O2,1.2125086451384546,sr332,chb03
entropy__perm__T7-FT9,-0.7658772351964461,sr332,chb03
entropy__spectral__T7-FT9,-0.5199416610115627,sr332,chb03
entropy__perm__T7-P7,0.1769609013899353,sr332,chb03
entropy__spectral__T7-P7,-0.01647395780971358,sr332,chb03
entropy__perm__T8-P8,1.9826713351814322,sr332,chb03
entropy__spectral__T8-P8,-1.1173303160421184,sr332,chb03
hjorth__activity__C3-P3,-1.2516117703541507,sr332,chb03
hjorth__mobility__C3-P3,1.1720683148568762,sr332,chb03
hjorth__complexity__C3-P3,0.4065011800133855,sr332,chb03
hjorth__activity__C4-P4,0.10494744143359662,sr332,chb03
hjorth__mobility__C4-P4,-1.1312618966245922,sr332,chb03
hjorth__complexity__C4-P4,0.464546397907604,sr332,chb03
hjorth__activity__CZ-PZ,-1.206958914840384,sr332,chb03
hjorth__mobility__CZ-PZ,0.20556362963835595,sr332,chb03
hjorth__complexity__CZ-PZ,0.027672532729603565,sr332,chb03
hjorth__activity__F3-C3,-0.1847814490121124,sr332,chb03
hjorth__mobility__F3-C3,-0.526423550358084,sr332,chb03
hjorth__complexity__F3-C3,0.43172627612460823,sr332,chb03
hjorth__activity__F4-C4,0.3905528698116408,sr332,chb03
hjorth__mobility__F4-C4,-0.16142148395335165,sr332,chb03
hjorth__complexity__F4-C4,0.23367082336711098,sr332,chb03
hjorth__activity__F7-T7,-0.8213118955982911,sr332,chb03
hjorth__mobility__F7-T7,1.818972802557897,sr332,chb03
hjorth__complexity__F7-T7,1.382849150241588,sr332,chb03
hjorth__activity__F8-T8,0.08005754522111555,sr332,chb03
hjorth__mobility__F8-T8,-1.516363827409703,sr332,chb03
hjorth__complexity__F8-T8,0.3367589426664575,sr332,chb03
hjorth__activity__FP1-F3,0.24131914728600096,sr332,chb03
hjorth__mobility__FP1-F3,0.5359685802247034,sr332,chb03
hjorth__complexity__FP1-F3,0.06883377590195412,sr332,chb03
hjorth__activity__FP1-F7,-1.9809602517481764,sr332,chb03
hjorth__mobility__FP1-F7,1.0016531017392847,sr332,chb03
hjorth__complexity__FP1-F7,0.06646644800856319,sr332,chb03
hjorth__activity__FP2-F4,0.7889644295140673,sr332,chb03
hjorth__mobility__FP2-F4,0.4488890126398032,sr332,chb03
hjorth__complexity__FP2-F4,-0.01872866591105071,sr332,chb03
hjorth__activity__FP2-F8,-1.8626219125812893,sr332,chb03
hjorth__mobility__FP2-F8,-1.1884949926705213,sr332,chb03
hjorth__complexity__FP2-F8,-0.2503001292801403,sr332,chb03
hjorth__activity__FT10-T8,-0.23646711706058385,sr332,chb03
hjorth__mobility__FT10-T8,0.22937681379074037,sr332,chb03
hjorth__complexity__FT10-T8,0.2117788898904991,sr332,chb03
hjorth__activity__FT9-FT10,-0.7458959914721736,sr332,chb03
hjorth__mobility__FT9-FT10,-1.5590552289658675,sr332,chb03
hjorth__complexity__FT9-FT10,-0.9973721216362608,sr332,chb03
hjorth__activity__FZ-CZ,0.572160509800213,sr332,chb03
hjorth__mobility__FZ-CZ,-1.104198432275785,sr332,chb03
hjorth__complexity__FZ-CZ,0.18287304454652847,sr332,chb03
hjorth__activity__P3-O1,-2.8746678416380376,sr332,chb03
hjorth__mobility__P3-O1,-0.6566011570289724,sr332,chb03
hjorth__complexity__P3-O1,1.328190285808744,sr332,chb03
hjorth__activity__P4-O2,-1.6318036636319941,sr332,chb03
hjorth__mobility__P4-O2,-1.9975597457292797,sr332,chb03
hjorth__complexity__P4-O2,0.5515276001636128,sr332,chb03
hjorth__activity__P7-O1,-1.3024771296175237,sr332,chb03
hjorth__mobility__P7-O1,-1.6757775211184218,sr332,chb03
hjorth__complexity__P7-O1,-1.1999889837571815,sr332,chb03
hjorth__activity__P7-T7,-0.24124141902440818,sr332,chb03
hjorth__mobility__P7-T7,-0.9399133584065966,sr332,chb03
hjorth__complexity__P7-T7,0.17312079974521544,sr332,chb03
hjorth__activity__P8-O2,-0.6553186743729138,sr332,chb03
hjorth__mobility__P8-O2,-1.877070963404373,sr332,chb03
hjorth__complexity__P8-O2,0.45519285485546673,sr332,chb03
hjorth__activity__T7-FT9,-1.0926432505988903,sr332,chb03
hjorth__mobility__T7-FT9,2.3103095405886607,sr332,chb03
hjorth__complexity__T7-FT9,-0.3366667060767318,sr332,chb03
hjorth__activity__T7-P7,-0.24124141902440935,sr332,chb03
hjorth__mobility__T7-P7,-0.9399133584065763,sr332,chb03
hjorth__complexity__T7-P7,0.17312079974523076,sr332,chb03
hjorth__activity__T8-P8,-0.950250375314045,sr332,chb03
hjorth__mobility__T8-P8,1.0343521117824295,sr332,chb03
hjorth__complexity__T8-P8,-0.7312128046383433,sr332,chb03
sr__mean10_snr_change_vs_zero_noise_db__FP1-F7__ctx10,-0.2720674413147554,sr332,chb03
sr__mean10_snr_change_vs_zero_noise_db__FP1-F7__ctx10__missing,-0.9376055926275743,sr332,chb03
time__mean__C3-P3,0.044475569846065724,sr332,chb05
time__std__C3-P3,0.9857617617836482,sr332,chb05
time__rms__C3-P3,1.0790568799502542,sr332,chb05
time__ptp__C3-P3,-1.1524844370640508,sr332,chb05
time__line_length__C3-P3,1.1642692711757014,sr332,chb05
time__mean__C4-P4,-0.21000750118394806,sr332,chb05
time__std__C4-P4,1.0344391658047085,sr332,chb05
time__rms__C4-P4,1.00809128758861,sr332,chb05
time__ptp__C4-P4,-0.23410902863931535,sr332,chb05
time__line_length__C4-P4,-1.2160520056021882,sr332,chb05
time__mean__CZ-PZ,0.2247202396547595,sr332,chb05
time__std__CZ-PZ,0.1109010726437299,sr332,chb05
time__rms__CZ-PZ,0.12829171660420763,sr332,chb05
time__ptp__CZ-PZ,-0.4693136834801974,sr332,chb05
time__line_length__CZ-PZ,0.051012591243087366,sr332,chb05
time__mean__F3-C3,-0.11711065303240782,sr332,chb05
time__std__F3-C3,-0.5900189089594806,sr332,chb05
time__rms__F3-C3,-0.5830227794000103,sr332,chb05
time__ptp__F3-C3,0.8193998361562673,sr332,chb05
time__line_length__F3-C3,0.5383262793145289,sr332,chb05
time__mean__F4-C4,-0.11693036398459353,sr332,chb05
time__std__F4-C4,-0.2617944469504018,sr332,chb05
time__rms__F4-C4,-0.10463546685099279,sr332,chb05
time__ptp__F4-C4,0.33422798011169175,sr332,chb05
time__line_length__F4-C4,0.8954580285898558,sr332,chb05
time__mean__F7-T7,-0.04219585650199496,sr332,chb05
time__std__F7-T7,-0.8621656100289066,sr332,chb05
time__rms__F7-T7,-0.8170892996075739,sr332,chb05
time__ptp__F7-T7,-0.7224106149232764,sr332,chb05
time__line_length__F7-T7,-0.4712143065722088,sr332,chb05
time__mean__F8-T8,0.2751526338978514,sr332,chb05
time__std__F8-T8,-1.1345745273388272,sr332,chb05
time__rms__F8-T8,-1.1760570799807288,sr332,chb05
time__ptp__F8-T8,0.86775945642706,sr332,chb05
time__line_length__F8-T8,-0.6097906534493553,sr332,chb05
time__mean__FP1-F3,0.21241389761568313,sr332,chb05
time__std__FP1-F3,0.27027299048459585,sr332,chb05
time__rms__FP1-F3,0.2327494481633465,sr332,chb05
time__ptp__FP1-F3,1.3456040056730267,sr332,chb05
time__line_length__FP1-F3,-0.07248781461354355,sr332,chb05
time__mean__FP1-F7,-0.27695128420895665,sr332,chb05
time__std__FP1-F7,0.8609310482970522,sr332,chb05
time__rms__FP1-F7,0.8545116464118161,sr332,chb05
time__ptp__FP1-F7,-0.5777818565300236,sr332,chb05
time__line_length__FP1-F7,1.7428862360820052,sr332,chb05
time__mean__FP2-F4,0.2337126485534641,sr332,chb05
time__std__FP2-F4,-0.8668024840308889,sr332,chb05
time__rms__FP2-F4,-0.7442184789264186,sr332,chb05
time__ptp__FP2-F4,-0.47635062756761715,sr332,chb05
time__line_length__FP2-F4,0.33335796163003817,sr332,chb05
time__mean__FP2-F8,0.1103145348487029,sr332,chb05
time__std__FP2-F8,-0.23520909253535519,sr332,chb05
time__rms__FP2-F8,-0.10993003165693511,sr332,chb05
time__ptp__FP2-F8,1.246787155652799,sr332,chb05
time__line_length__FP2-F8,0.42342933718490144,sr332,chb05
time__mean__FT10-T8,-0.5309792420516704,sr332,chb05
time__std__FT10-T8,0.7905788460643162,sr332,chb05
time__rms__FT10-T8,0.7663206118382057,sr332,chb05
time__ptp__FT10-T8,-0.3996356061408656,sr332,chb05
time__line_length__FT10-T8,0.3392041027943153,sr332,chb05
time__mean__FT9-FT10,-0.3293445824024302,sr332,chb05
time__std__FT9-FT10,0.49011143800387,sr332,chb05
time__rms__FT9-FT10,0.23873518489224246,sr332,chb05
time__ptp__FT9-FT10,-1.393820118111108,sr332,chb05
time__line_length__FT9-FT10,4.1487196577719585,sr332,chb05
time__mean__FZ-CZ,0.14683415630614782,sr332,chb05
time__std__FZ-CZ,0.75728276658148,sr332,chb05
time__rms__FZ-CZ,0.8058987293106811,sr332,chb05
time__ptp__FZ-CZ,-0.9535258744369712,sr332,chb05
time__line_length__FZ-CZ,1.7418507280506603,sr332,chb05
time__mean__P3-O1,0.03582742860312772,sr332,chb05
time__std__P3-O1,-1.6918980962762595,sr332,chb05
time__rms__P3-O1,-1.7710500290365305,sr332,chb05
time__ptp__P3-O1,1.4187595711061902,sr332,chb05
time__line_length__P3-O1,-0.18271423156006997,sr332,chb05
time__mean__P4-O2,0.026258396693301926,sr332,chb05
time__std__P4-O2,0.15566998727891596,sr332,chb05
time__rms__P4-O2,0.034764970749029116,sr332,chb05
time__ptp__P4-O2,-0.4635691722873414,sr332,chb05
time__line_length__P4-O2,0.5476302175347424,sr332,chb05
time__mean__P7-O1,0.13211997260549685,sr332,chb05
time__std__P7-O1,1.9662351270473828,sr332,chb05
time__rms__P7-O1,1.8573911398247347,sr332,chb05
time__ptp__P7-O1,-2.318514843778462,sr332,chb05
time__line_length__P7-O1,0.7746945912176213,sr332,chb05
time__mean__P7-T7,-0.07085317774362446,sr332,chb05
time__std__P7-T7,0.4790676206279792,sr332,chb05
time__rms__P7-T7,0.5702846054782731,sr332,chb05
time__ptp__P7-T7,0.4046200858920641,sr332,chb05
time__line_length__P7-T7,0.5507859588284395,sr332,chb05
time__mean__P8-O2,-0.40131001598310506,sr332,chb05
time__std__P8-O2,0.09667912047422735,sr332,chb05
time__rms__P8-O2,0.05752530633551309,sr332,chb05
time__ptp__P8-O2,0.3053003328971332,sr332,chb05
time__line_length__P8-O2,-0.4207477732571701,sr332,chb05
time__mean__T7-FT9,-0.28222249050898446,sr332,chb05
time__std__T7-FT9,1.352658063642183,sr332,chb05
time__rms__T7-FT9,1.3499477360139627,sr332,chb05
time__ptp__T7-FT9,-0.751548211113636,sr332,chb05
time__line_length__T7-FT9,-1.070849367165048,sr332,chb05
time__mean__T7-P7,0.07085317774361351,sr332,chb05
time__std__T7-P7,0.47906762062800046,sr332,chb05
time__rms__T7-P7,0.5702846054782656,sr332,chb05
time__ptp__T7-P7,0.40462008589204324,sr332,chb05
time__line_length__T7-P7,0.5507859588284337,sr332,chb05
time__mean__T8-P8,-0.09265365650900684,sr332,chb05
time__std__T8-P8,0.5832409348905289,sr332,chb05
time__rms__T8-P8,0.5372316665709517,sr332,chb05
time__ptp__T8-P8,-0.3674480326456541,sr332,chb05
time__line_length__T8-P8,0.3208165518638257,sr332,chb05
freq__delta__C3-P3,-0.019840518963394244,sr332,chb05
freq__theta__C3-P3,0.2550188519940094,sr332,chb05
freq__alpha__C3-P3,0.1909500509269745,sr332,chb05
freq__beta__C3-P3,-0.05933299365091021,sr332,chb05
freq__gamma__C3-P3,-1.46165917832881,sr332,chb05
freq__delta__C4-P4,-0.8477571003144005,sr332,chb05
freq__theta__C4-P4,0.7505399402071024,sr332,chb05
freq__alpha__C4-P4,-0.07017837464054513,sr332,chb05
freq__beta__C4-P4,-0.9046939416738926,sr332,chb05
freq__gamma__C4-P4,0.2011260855136137,sr332,chb05
freq__delta__CZ-PZ,-0.5146409396488016,sr332,chb05
freq__theta__CZ-PZ,-0.6702925977602129,sr332,chb05
freq__alpha__CZ-PZ,0.08523444968645538,sr332,chb05
freq__beta__CZ-PZ,0.14094346163424049,sr332,chb05
freq__gamma__CZ-PZ,-0.4187938397114152,sr332,chb05
freq__delta__F3-C3,0.008627997862978078,sr332,chb05
freq__theta__F3-C3,-0.9812003720295007,sr332,chb05
freq__alpha__F3-C3,-0.0860589924281396,sr332,chb05
freq__beta__F3-C3,-0.24016511985535804,sr332,chb05
freq__gamma__F3-C3,-0.32808483032501856,sr332,chb05
freq__delta__F4-C4,-0.6009442648696253,sr332,chb05
freq__theta__F4-C4,-0.42282369288493665,sr332,chb05
freq__alpha__F4-C4,0.10688765230179056,sr332,chb05
freq__beta__F4-C4,-0.12853004948512,sr332,chb05
freq__gamma__F4-C4,-0.08957837332332669,sr332,chb05
freq__delta__F7-T7,1.2462619884336745,sr332,chb05
freq__theta__F7-T7,-0.621786109073846,sr332,chb05
freq__alpha__F7-T7,1.0078471290446744,sr332,chb05
freq__beta__F7-T7,3.384183070723655,sr332,chb05
freq__gamma__F7-T7,0.48430552383934483,sr332,chb05
freq__delta__F8-T8,1.8525677885044132,sr332,chb05
freq__theta__F8-T8,0.23140494384300853,sr332,chb05
freq__alpha__F8-T8,1.051434920669284,sr332,chb05
freq__beta__F8-T8,0.7183212043377597,sr332,chb05
freq__gamma__F8-T8,0.6952591318342428,sr332,chb05
freq__delta__FP1-F3,0.7818936897893866,sr332,chb05
freq__theta__FP1-F3,0.9087185906304645,sr332,chb05
freq__alpha__FP1-F3,-1.8509541336553963,sr332,chb05
freq__beta__FP1-F3,-1.692045200812198,sr332,chb05
freq__gamma__FP1-F3,0.5464644170212697,sr332,chb05
freq__delta__FP1-F7,-1.5220691242276327,sr332,chb05
freq__theta__FP1-F7,0.005685785986523158,sr332,chb05
freq__alpha__FP1-F7,0.8029813784585295,sr332,chb05
freq__beta__FP1-F7,-3.586769513604705,sr332,chb05
freq__gamma__FP1-F7,-1.0504350631979715,sr332,chb05
freq__delta__FP2-F4,1.2023636988378077,sr332,chb05
freq__theta__FP2-F4,0.04638625798079811,sr332,chb05
freq__alpha__FP2-F4,-0.17756007297942994,sr332,chb05
freq__beta__FP2-F4,1.4866450588577589,sr332,chb05
freq__gamma__FP2-F4,-0.5928885868024598,sr332,chb05
freq__delta__FP2-F8,-0.6533591522910505,sr332,chb05
freq__theta__FP2-F8,-0.24887930898779295,sr332,chb05
freq__alpha__FP2-F8,-0.11097113959520985,sr332,chb05
freq__beta__FP2-F8,-1.5741696002433658,sr332,chb05
freq__gamma__FP2-F8,0.28489409764501217,sr332,chb05
freq__delta__FT10-T8,-1.2188855789131616,sr332,chb05
freq__theta__FT10-T8,-1.271718179518314,sr332,chb05
freq__alpha__FT10-T8,-1.635633889901849,sr332,chb05
freq__beta__FT10-T8,-0.3463357562500127,sr332,chb05
freq__gamma__FT10-T8,0.6204230969174361,sr332,chb05
freq__delta__FT9-FT10,1.2141363529212197,sr332,chb05
freq__theta__FT9-FT10,1.979434074009008,sr332,chb05
freq__alpha__FT9-FT10,2.3799902495152465,sr332,chb05
freq__beta__FT9-FT10,0.22076394339983962,sr332,chb05
freq__gamma__FT9-FT10,0.43068639326068775,sr332,chb05
freq__delta__FZ-CZ,0.36514585795287385,sr332,chb05
freq__theta__FZ-CZ,-0.7420026462828003,sr332,chb05
freq__alpha__FZ-CZ,0.13507385397596156,sr332,chb05
freq__beta__FZ-CZ,1.1396073840246765,sr332,chb05
freq__gamma__FZ-CZ,-0.42013006819796456,sr332,chb05
freq__delta__P3-O1,2.415717064145038,sr332,chb05
freq__theta__P3-O1,-0.07668637288029875,sr332,chb05
freq__alpha__P3-O1,1.2480206877694435,sr332,chb05
freq__beta__P3-O1,1.2655725495404042,sr332,chb05
freq__gamma__P3-O1,-0.4075548445258268,sr332,chb05
freq__delta__P4-O2,0.9230796232107801,sr332,chb05
freq__theta__P4-O2,-0.25798593643964723,sr332,chb05
freq__alpha__P4-O2,-0.5975437186798809,sr332,chb05
freq__beta__P4-O2,0.12905815153588415,sr332,chb05
freq__gamma__P4-O2,-0.442161325344044,sr332,chb05
freq__delta__P7-O1,0.38662553608300293,sr332,chb05
freq__theta__P7-O1,-0.7652882883353325,sr332,chb05
freq__alpha__P7-O1,1.199363020852058,sr332,chb05
freq__beta__P7-O1,-0.15489586572137343,sr332,chb05
freq__gamma__P7-O1,0.2563526997939623,sr332,chb05
freq__delta__P7-T7,-0.3822401190830584,sr332,chb05
freq__theta__P7-T7,1.3528816221681519,sr332,chb05
freq__alpha__P7-T7,0.06706329931573357,sr332,chb05
freq__beta__P7-T7,-0.6773569333694333,sr332,chb05
freq__gamma__P7-T7,-0.36479860822211513,sr332,chb05
freq__delta__P8-O2,0.524168826437383,sr332,chb05
freq__theta__P8-O2,-0.3159787407063415,sr332,chb05
freq__alpha__P8-O2,-0.700018940834153,sr332,chb05
freq__beta__P8-O2,-1.588842414846348,sr332,chb05
freq__gamma__P8-O2,0.8556967323301343,sr332,chb05
freq__delta__T7-FT9,-1.0284742110670353,sr332,chb05
freq__theta__T7-FT9,1.1828512253579864,sr332,chb05
freq__alpha__T7-FT9,-0.9169949125019454,sr332,chb05
freq__beta__T7-FT9,-2.119640910678421,sr332,chb05
freq__gamma__T7-FT9,-0.9753244512737804,sr332,chb05
freq__delta__T7-P7,-0.3822401190830685,sr332,chb05
freq__theta__T7-P7,1.3528816221681514,sr332,chb05
freq__alpha__T7-P7,0.06706329931573655,sr332,chb05
freq__beta__T7-P7,-0.6773569333694293,sr332,chb05
freq__gamma__T7-P7,-0.36479860822211185,sr332,chb05
freq__delta__T8-P8,0.20068001571181812,sr332,chb05
freq__theta__T8-P8,0.30165717258216834,sr332,chb05
freq__alpha__T8-P8,0.79248736336475,sr332,chb05
freq__beta__T8-P8,-0.835333279706945,sr332,chb05
freq__gamma__T8-P8,-1.6190862811584226,sr332,chb05
entropy__perm__C3-P3,0.6309021763089847,sr332,chb05
entropy__spectral__C3-P3,1.2079494981502925,sr332,chb05
entropy__perm__C4-P4,0.13685282751054953,sr332,chb05
entropy__spectral__C4-P4,0.5605271661368908,sr332,chb05
entropy__perm__CZ-PZ,-1.5932533928333246,sr332,chb05
entropy__spectral__CZ-PZ,-0.3919710085688517,sr332,chb05
entropy__perm__F3-C3,-0.04471702640781696,sr332,chb05
entropy__spectral__F3-C3,1.0424743723293852,sr332,chb05
entropy__perm__F4-C4,-1.2329771607936033,sr332,chb05
entropy__spectral__F4-C4,0.17701175553352297,sr332,chb05
entropy__perm__F7-T7,-0.43681169730565506,sr332,chb05
entropy__spectral__F7-T7,-0.4134616308120071,sr332,chb05
entropy__perm__F8-T8,0.2072666601945864,sr332,chb05
entropy__spectral__F8-T8,0.38431010535692095,sr332,chb05
entropy__perm__FP1-F3,1.512283191618396,sr332,chb05
entropy__spectral__FP1-F3,0.904664127977119,sr332,chb05
entropy__perm__FP1-F7,-0.5076396869527171,sr332,chb05
entropy__spectral__FP1-F7,-1.9945088304610423,sr332,chb05
entropy__perm__FP2-F4,-0.019664337857833936,sr332,chb05
entropy__spectral__FP2-F4,0.1785682664139526,sr332,chb05
entropy__perm__FP2-F8,-0.7518301132999555,sr332,chb05
entropy__spectral__FP2-F8,0.46785198191784044,sr332,chb05
entropy__perm__FT10-T8,-0.24045994667219622,sr332,chb05
entropy__spectral__FT10-T8,0.43811760062171323,sr332,chb05
entropy__perm__FT9-FT10,-0.7819658487968117,sr332,chb05
entropy__spectral__FT9-FT10,0.5583493186142404,sr332,chb05
entropy__perm__FZ-CZ,-0.7148059766857144,sr332,chb05
entropy__spectral__FZ-CZ,0.3883665692896126,sr332,chb05
entropy__perm__P3-O1,-0.08366204260076543,sr332,chb05
entropy__spectral__P3-O1,-0.6606008624908014,sr332,chb05
entropy__perm__P4-O2,-1.1656439492488353,sr332,chb05
entropy__spectral__P4-O2,2.1260391484459444,sr332,chb05
entropy__perm__P7-O1,0.22875222375038567,sr332,chb05
entropy__spectral__P7-O1,1.2513646084725625,sr332,chb05
entropy__perm__P7-T7,0.3475402594888807,sr332,chb05
entropy__spectral__P7-T7,-0.4337160700999755,sr332,chb05
